year,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50,Y51,Y52,Y53,Y54,Y55,Y56,Y57,Y58,Y59,Y60,Y61,Y62,Y63,Y64,Y65,Y66,Y67,Y68,Y69,Y70,Y71,Y72,Y73,Y74,Y75,Y76,Y77,Y78,Y79,Y80,Y81,Y82,Y83,Y84,Y85,Y86,Y87,Y88,Y89,Y90,Y91,Y92,Y93,Y94,Y95,Y96,Y97,Y98,Y99,Y100,Y101,Y102,Y103,Y104,Y105,Y106,Y107,Y108,Y109,Y110,Y111,Y112,Y113,Y114,Y115,Y116,Y117,Y118,Y119,Y120,Y121,Y122,Y123,Y124,Y125
1951,2617,235,128,91,66,61,57,46,43,40,38,39,40,46,49,55,64,74,84,87,93,99,110,111,116,126,134,135,138,146,148,156,164,173,174,186,199,207,221,235,248,271,289,311,342,370,402,443,483,533,575,633,683,742,821,881,961,1055,1154,1269,1380,1533,1696,1878,2079,2341,2606,2872,3183,3532,3922,4392,4910,5482,6110,6818,7606,8461,9396,10448,11058,12042,13219,14857,16470,17268,19095,20380,21986,23722,24735,26610,27818,29316,33554,33972,37334,37274,38473,42637,46903,50000,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1952,2526,202,105,76,59,52,50,42,41,37,35,33,37,39,44,49,55,59,66,71,78,85,88,91,100,102,112,113,117,122,124,131,134,141,154,164,167,175,192,214,224,248,268,292,312,350,373,407,452,486,538,574,636,687,751,808,895,970,1065,1164,1263,1391,1569,1692,1865,2078,2297,2550,2838,3125,3466,3834,4350,4813,5374,5945,6600,7341,8202,9101,9485,10285,11871,12731,14744,15530,16649,17769,19350,21148,21810,23522,25751,26078,28866,29017,32127,35814,34666,39805,39382,50000,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1953,2438,208,110,78,58,53,50,43,39,37,36,35,37,40,42,42,50,52,60,63,65,71,82,85,86,94,97,105,112,120,120,123,133,143,150,151,169,181,192,203,225,247,267,292,311,340,370,401,443,480,521,565,621,671,723,771,849,934,1032,1134,1239,1368,1512,1670,1832,2049,2263,2499,2799,3105,3402,3796,4231,4770,5338,5937,6697,7408,8236,9121,9747,10254,11820,12920,13937,15596,17315,17785,19279,20411,21818,22496,26560,27703,27457,31059,30504,33487,39116,37599,39227,50000,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1954,2273,170,86,59,47,44,40,35,32,31,30,29,34,37,39,39,48,51,56,58,63,69,73,80,82,87,94,99,103,106,112,119,127,138,146,151,161,176,195,210,224,238,258,281,307,336,367,393,441,470,515,565,613,672,732,774,837,908,1011,1099,1248,1351,1501,1648,1829,2013,2219,2480,2747,3064,3395,3765,4185,4660,5190,5815,6445,7135,7936,8838,9460,10221,11442,12603,14336,14789,16449,17916,18673,20683,22407,22556,25161,27967,28098,30292,32682,30579,37040,39843,35321,50000,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1955,2267,184,95,68,51,47,44,39,36,32,31,33,35,34,37,40,42,44,51,51,58,57,66,66,73,80,87,93,98,100,105,112,119,123,135,138,155,157,172,189,202,223,252,264,293,318,356,389,426,460,502,554,606,653,710,767,834,908,1001,1113,1218,1333,1487,1646,1815,2060,2258,2510,2798,3114,3430,3871,4301,4806,5332,5920,6605,7303,8188,9152,9823,10530,11883,12931,14927,15813,17234,19010,19689,21813,23315,23824,25905,27334,29139,32364,34303,38556,36393,39764,41261,50000,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1956,2133,162,89,66,50,45,41,36,31,28,29,28,29,31,32,32,38,41,45,50,56,59,63,66,68,73,77,85,85,98,99,105,112,123,131,139,150,158,173,190,199,222,245,266,287,322,353,378,421,452,478,529,575,626,689,740,811,904,1000,1082,1209,1340,1472,1639,1829,1999,2218,2472,2741,3059,3402,3806,4262,4758,5293,5835,6588,7318,8149,9113,9715,10288,11607,13125,14512,15857,17703,18234,19886,21993,22651,24646,26283,27836,30277,30558,34887,35136,37433,37579,37756,50000,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1957,2138,164,93,70,53,46,42,35,35,32,31,30,35,35,39,40,45,51,57,57,61,62,63,67,70,77,81,84,86,97,97,106,109,117,127,141,152,164,175,191,210,227,245,270,295,323,347,379,416,452,489,531,577,637,686,749,816,904,999,1080,1207,1334,1472,1616,1790,1953,2159,2396,2671,2975,3289,3687,4136,4633,5066,5597,6155,6858,7633,8463,9207,9764,11171,11833,13383,14447,15748,17059,18489,20787,21273,22780,23940,26959,28572,29613,30795,33677,33745,32382,37875,50000,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1958,2059,151,84,61,48,41,37,32,31,28,25,25,25,29,30,30,36,41,46,50,54,59,63,66,68,70,71,76,81,86,91,99,105,116,123,131,138,153,166,180,199,226,239,264,285,310,346,375,407,442,482,532,578,625,675,734,805,868,971,1065,1194,1297,1435,1600,1757,1935,2148,2394,2679,2959,3302,3719,4137,4612,5125,5687,6348,7053,7900,8744,9462,9930,11427,12644,13870,15081,16656,18103,19045,20967,22139,23339,26020,26631,29641,31121,31581,37299,38122,37512,36171,50000,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1959,2052,158,87,64,52,45,38,34,31,29,28,29,31,32,33,34,38,43,46,51,54,57,63,62,67,69,73,74,81,85,90,95,98,111,119,130,137,154,161,178,199,216,234,258,285,304,331,361,393,429,467,505,565,601,670,734,799,876,955,1059,1172,1292,1417,1556,1741,1916,2132,2347,2613,2950,3286,3668,4101,4567,5131,5677,6286,7004,7793,8696,9024,9868,11239,12347,13882,14885,16526,17250,19209,20587,21974,23912,25583,27410,27760,30132,34124,35861,34377,39566,36149,50000,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1960,2035,150,83,64,49,45,42,36,35,29,27,26,28,29,32,32,38,41,45,47,48,50,52,56,60,64,67,71,72,80,82,90,96,101,110,122,136,146,160,174,189,208,228,254,273,303,333,353,392,431,467,507,553,601,656,702,775,847,927,1021,1142,1264,1391,1541,1707,1888,2103,2308,2574,2855,3195,3513,3918,4388,4917,5493,6146,6878,7656,8475,9037,9549,10885,12201,13603,14759,15866,17239,18649,19963,21881,22426,25192,26768,27204,28640,31909,30018,34700,35941,36357,50000,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1961,1973,130,84,66,48,42,31,32,30,26,24,24,25,27,26,30,36,40,41,46,41,44,55,56,58,55,58,51,60,69,75,83,88,98,101,108,115,139,156,172,182,216,217,252,264,293,323,348,395,408,453,495,561,616,646,657,754,847,918,1010,1155,1257,1386,1550,1692,1872,2036,2325,2641,2881,3304,3508,4105,4525,4988,5545,6215,6927,7656,8607,9352,10412,11670,12774,13813,14967,16746,17322,18932,20462,22413,23299,25274,27824,28534,31128,33375,32741,39742,37567,37704,40066,42683,41929,28219,43906,50000,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1962,1959,135,73,64,46,50,35,31,26,20,22,22,29,25,27,28,31,37,43,41,46,49,48,53,51,55,61,58,69,73,82,87,91,86,105,120,128,133,164,171,177,204,229,242,267,284,314,359,377,423,450,475,538,587,648,671,762,833,927,999,1096,1264,1473,1499,1689,1826,1996,2295,2587,2834,3120,3393,3971,4456,4974,5448,5947,6733,7601,8525,9129,10175,11472,12459,14297,14772,16516,17860,18539,19913,22195,23504,24386,27158,29308,28278,32901,31794,34059,35481,42187,41603,40994,44636,60595,26564,50000,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1963,1932,137,76,60,55,42,33,30,30,21,22,19,26,27,24,27,33,37,39,39,39,49,46,50,39,56,57,62,58,77,74,76,97,101,107,116,132,127,160,175,176,195,233,249,264,295,321,373,383,463,454,488,557,581,646,682,775,829,903,1037,1102,1206,1453,1575,1677,1860,1996,2375,2639,2896,3233,3436,4002,4561,4988,5520,6140,6334,7712,8532,9573,10289,11982,13094,14112,14999,16381,17892,19334,20642,21635,23505,26457,27132,29406,30250,32138,34348,37129,31818,39810,41934,42148,44254,49094,55274,50000,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1964,1844,121,73,55,47,41,31,31,29,24,23,23,27,30,27,30,44,34,42,50,48,47,44,48,45,58,55,56,61,75,75,71,83,91,95,100,107,133,148,148,180,186,234,244,266,279,340,361,371,425,446,463,523,587,656,649,740,790,884,964,1079,1126,1286,1451,1607,1769,1907,2182,2395,2655,3001,3157,3640,4144,4719,4946,5473,6029,6184,7547,8532,9301,10360,11729,12958,13352,14624,15768,16693,18826,19129,20369,22945,24526,25833,26417,31033,29859,32645,30617,33322,39145,40620,40270,46170,45211,50000,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1965,1707,122,75,55,52,42,33,30,23,23,24,33,26,28,33,29,41,42,38,53,43,46,46,48,52,56,55,57,65,65,76,71,73,87,97,109,112,136,153,165,188,205,236,232,259,276,339,355,366,431,448,467,539,593,623,672,701,813,900,983,1042,1145,1301,1424,1602,1790,1860,2173,2417,2677,2978,3180,3891,4121,4596,5075,5573,6127,6886,6821,8454,9101,10305,11626,12962,13488,14997,16317,17203,18561,20050,21558,23185,25523,27134,27807,29541,30787,31931,32221,33484,33069,38048,38194,38911,44323,50000,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1966,1715,126,71,54,51,37,32,28,27,24,24,29,25,24,27,41,33,46,42,49,48,40,44,48,51,52,57,58,66,60,67,73,75,89,103,109,109,129,142,156,178,181,223,249,248,291,312,363,388,422,489,488,539,585,656,668,739,801,900,960,1039,1147,1300,1418,1599,1821,1955,2100,2415,2710,3035,3207,3764,4157,4690,5084,5881,6115,7083,7694,7957,9419,10541,12013,13146,13755,14931,16285,17718,19489,20881,21624,23560,25551,26957,29387,31040,30113,35621,33203,38802,38979,37552,41846,41344,47435,63188,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1967,1668,121,70,45,44,33,30,29,28,27,27,27,27,27,27,34,38,42,47,43,37,44,42,46,50,48,48,53,60,59,66,74,73,80,88,104,114,117,133,161,171,183,208,236,255,278,320,338,357,414,451,473,511,569,611,631,735,756,879,947,1025,1104,1227,1400,1533,1660,1880,2083,2275,2526,2785,3048,3555,3944,4440,4825,5517,5703,6302,7077,7998,7867,9915,10923,12382,12640,14231,15365,16000,18236,19457,20570,22530,24154,25731,27550,29675,30000,31627,35236,32182,32328,31661,30782,32951,36453,50000,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1968,1618,117,71,57,48,36,31,29,32,26,24,19,28,32,29,32,39,34,38,40,40,38,42,42,41,51,47,55,55,59,68,69,80,86,92,103,103,127,140,155,176,182,213,231,253,291,304,341,372,431,456,487,550,564,648,658,755,805,890,948,1069,1135,1284,1461,1598,1673,1860,2206,2311,2600,2953,3205,3686,4080,4721,5068,5752,6073,7053,7497,8312,9061,9222,11720,13060,13643,15471,16452,17628,19459,20897,22460,24477,26267,27196,28625,32980,32598,33184,35227,40998,39945,39349,38497,37837,40681,47344,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1969,1576,119,67,46,45,36,24,23,25,21,16,23,20,26,24,27,35,44,38,44,40,38,44,45,53,43,51,54,69,54,60,62,88,72,90,103,111,118,136,153,167,201,234,251,273,273,317,359,386,417,483,497,562,620,640,697,787,829,914,991,1085,1181,1307,1442,1588,1756,1890,2155,2476,2676,2910,3290,3721,4143,4551,5073,5604,5986,6766,7431,8154,8663,10064,9322,12264,12993,14441,15656,16825,17770,20022,20266,23023,24854,26135,28755,29449,32158,34806,32017,36777,39528,39926,56160,42503,52995,44794,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1970,1615,106,64,46,43,39,32,27,23,20,25,22,28,22,21,27,31,37,39,42,52,43,43,45,44,49,53,47,53,60,67,66,76,80,80,88,106,119,134,150,172,190,206,240,253,282,318,374,406,413,448,522,567,568,624,679,728,830,880,966,1096,1119,1284,1380,1554,1692,1889,2099,2347,2584,2929,3114,3574,4028,4415,4930,5550,5970,6653,7157,8168,8677,9786,10764,10061,13044,14253,15143,16841,17973,19673,20859,23540,24843,26079,29476,30908,30025,34197,33717,34548,40618,42102,47753,49751,62903,38952,62873,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1971,1542,110,59,50,38,36,30,27,24,26,27,19,21,26,27,28,40,42,38,43,42,40,43,38,41,47,44,51,53,54,61,65,79,81,84,88,101,131,128,138,172,177,200,229,245,276,320,362,385,421,441,474,580,593,618,677,710,816,886,947,1029,1099,1233,1397,1465,1632,1736,2013,2193,2438,2708,3037,3448,3805,4243,4711,5230,5734,6411,7095,7878,8522,9392,10507,11521,12679,14141,15210,16352,17968,19363,20794,22097,25035,26006,27807,29766,30997,31768,33563,37047,42629,30338,39922,50275,59602,53000,49509,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1972,1492,108,74,58,44,34,32,24,29,26,21,18,18,17,24,30,39,47,41,46,44,42,45,45,42,45,46,47,52,59,63,56,70,75,84,95,109,121,128,143,159,183,204,227,256,299,314,348,376,447,469,520,534,618,652,683,751,837,906,971,1080,1148,1246,1409,1514,1670,1793,2057,2289,2569,2829,3087,3605,3959,4368,4814,5415,6057,6621,7420,8132,8806,10070,10810,11604,13079,14710,15425,16772,18411,19625,21528,23928,24978,27370,28830,30929,31468,35522,35105,36522,37676,39142,41996,43686,52445,66218,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1973,1458,101,60,54,35,37,30,25,23,19,23,23,18,18,23,33,41,41,45,48,42,48,41,41,45,49,43,54,51,55,52,61,79,74,82,90,99,112,122,147,170,180,215,220,239,296,317,349,378,419,462,462,553,578,639,690,751,776,889,959,1053,1134,1246,1353,1463,1681,1807,2019,2226,2551,2769,3035,3493,3820,4292,4744,5301,5832,6506,7376,8006,8742,9790,11093,12110,12792,14593,15545,17154,18300,20194,20685,22965,24864,27530,29460,31049,31817,33857,35057,36389,39573,40153,39183,39549,50004,43247,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1974,1438,100,59,47,37,30,27,27,25,20,23,25,19,21,25,33,35,39,40,40,44,43,35,42,44,38,47,44,45,54,59,55,66,77,79,96,110,125,117,133,168,172,192,213,246,269,301,367,365,419,463,494,535,578,616,694,725,834,892,967,1073,1124,1289,1344,1479,1645,1859,1970,2213,2426,2707,3021,3427,3704,4237,4674,5276,5763,6296,7011,7955,8717,9680,10578,11861,12914,13878,15368,16673,18038,20097,21349,23043,25441,27842,27372,29912,33278,34182,36473,38137,41423,44809,50155,57143,51282,50000,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1975,1386,97,48,43,36,28,25,25,22,24,15,17,21,17,21,27,39,39,44,37,43,42,40,44,46,45,55,44,52,55,60,66,57,75,83,90,95,110,130,138,145,184,191,212,249,260,290,325,372,409,453,501,537,546,599,668,766,788,859,954,1018,1129,1224,1331,1530,1646,1805,1930,2153,2368,2642,2929,3267,3635,4103,4572,4995,5633,6233,6946,7817,8588,9566,10581,11752,12809,14018,14946,16245,17913,19962,21096,22500,24840,25712,28937,29582,31715,34140,36717,36156,41785,41155,40789,48780,42254,56410,50000,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1976,1227,87,49,35,32,31,25,22,21,19,21,20,20,23,22,27,35,31,45,37,42,44,40,37,44,45,47,52,49,50,60,66,64,79,80,85,105,118,113,121,150,169,194,218,235,259,295,329,364,412,466,474,537,598,630,669,724,834,877,949,1045,1172,1272,1353,1532,1644,1786,2006,2140,2434,2720,2984,3312,3730,4097,4636,5184,5746,6346,7056,7966,8764,9914,11124,12115,13273,14774,15778,16471,18527,20858,21798,23917,26170,27310,30396,32260,32984,34572,36788,37424,37151,37241,39514,43182,56842,42424,54545,85714,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1977,1244,80,52,45,32,26,19,21,19,16,20,19,17,21,22,26,37,44,33,35,41,38,47,50,42,43,40,47,44,51,50,51,75,67,83,87,100,104,125,133,135,155,192,203,228,248,277,317,369,395,422,472,510,547,605,688,739,768,867,937,1002,1123,1204,1312,1470,1609,1728,1935,2066,2380,2566,2806,3221,3585,3932,4317,4793,5473,6056,6789,7498,8250,9403,10490,11575,12540,13705,14658,15696,16921,18806,20609,22182,24172,25227,27252,30060,30690,32885,34656,35853,42414,38619,41758,38342,40816,45455,82353,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1978,1215,92,51,42,34,27,22,25,20,23,20,19,23,22,25,26,36,43,44,39,44,36,45,43,43,46,46,53,54,57,56,56,69,73,84,80,93,113,125,140,142,162,190,207,240,238,271,312,349,394,440,502,509,595,615,680,730,804,843,968,1043,1109,1228,1317,1472,1594,1793,1956,2141,2373,2591,2855,3169,3498,3965,4343,4939,5408,5939,6692,7699,8197,9179,10190,11426,12614,13826,14421,16368,17689,18684,20434,22191,23532,26111,26728,29820,30844,32160,33174,35796,41988,40929,45431,53704,48649,44444,43478,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1979,1160,82,43,36,31,27,25,18,20,19,18,19,21,20,24,20,28,33,40,36,36,35,37,39,39,38,49,45,51,58,58,52,59,74,82,85,95,102,119,124,148,143,170,194,230,248,288,291,354,380,430,472,520,570,660,678,708,792,879,903,1082,1155,1244,1361,1499,1598,1773,1990,2096,2284,2600,2819,3172,3530,4014,4324,4946,5350,5963,6856,7468,8463,9243,10111,11613,12888,13930,14983,15912,17781,18287,19108,21705,23377,24580,26257,27760,30512,32965,32600,35273,35420,39349,37017,42392,35113,39158,36948,50000,50000,50000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1980,1076,78,44,33,26,27,24,18,24,17,21,21,19,19,20,21,36,34,43,34,39,35,37,43,45,38,45,54,42,53,53,55,61,71,69,85,92,103,116,118,129,159,161,195,207,226,260,275,316,375,401,438,467,571,594,630,716,803,847,948,1044,1071,1220,1319,1482,1578,1742,1928,2033,2269,2511,2757,3058,3425,3868,4217,4737,5275,5808,6396,7215,7809,8858,9855,10835,12174,13580,14500,15587,17127,17882,19718,21233,22403,23752,26382,27378,28163,31056,29400,37340,38471,43964,36007,46970,41791,40580,58537,54795,63158,69565,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1981,951,73,44,33,27,22,22,21,16,17,19,17,16,20,25,29,27,32,41,31,35,32,36,40,31,36,44,46,44,47,53,58,55,66,72,78,86,90,108,105,133,139,171,180,209,229,252,291,314,356,402,426,461,537,600,660,693,786,818,905,1021,1100,1168,1287,1422,1553,1694,1863,2022,2247,2502,2740,3097,3366,3761,4197,4557,5108,5650,6231,7070,7906,8715,9865,10889,11489,13241,14433,15732,17520,17305,19131,21157,21829,23491,25638,26942,28999,29671,30942,33931,37549,39336,43716,40609,48571,44776,50000,56338,32000,57143,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1982,953,67,46,26,23,21,19,17,19,13,21,16,18,19,22,25,31,30,30,34,38,35,34,32,38,43,39,43,43,47,54,57,66,64,70,78,89,90,100,120,134,145,146,169,193,218,249,268,297,352,390,401,473,511,576,638,690,769,828,915,1030,1117,1214,1297,1439,1552,1706,1905,2075,2206,2531,2720,3044,3394,3702,4173,4616,5078,5642,6313,7105,7700,8748,9440,10707,11983,13022,13909,15804,17344,18206,19140,20919,22776,24780,25344,27806,29513,31041,30431,35382,33991,38043,32671,39357,46892,44610,31008,59259,55172,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1983,891,66,41,28,28,23,23,17,18,17,16,16,19,19,21,22,30,36,34,34,33,33,29,29,33,39,40,40,45,45,49,52,60,60,67,77,84,84,111,113,115,132,154,173,194,223,226,265,294,334,371,381,466,525,546,629,680,734,830,900,1008,1063,1177,1310,1406,1538,1699,1871,2021,2204,2483,2660,3001,3300,3665,4060,4513,4867,5496,6098,6807,7592,8502,9478,10281,11474,12746,13980,15195,16890,18160,19105,20662,22447,24643,25528,27418,30131,30122,30334,34499,37204,36169,41208,35075,38163,46575,56774,59259,57143,0,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1984,848,67,37,26,24,22,20,20,14,17,16,14,18,19,19,28,27,35,27,30,31,31,32,32,32,39,40,44,44,49,43,51,54,68,69,74,72,86,100,121,113,126,150,176,183,210,234,256,276,327,347,393,438,473,555,585,677,742,819,905,979,1058,1175,1279,1390,1476,1663,1833,1969,2199,2452,2604,2881,3202,3556,3927,4314,4809,5332,5888,6558,7176,7975,8919,9973,10909,12077,13337,14492,15602,17518,18942,20000,22078,23774,25302,27318,26941,30047,32133,32508,37410,35999,37969,37054,53333,50157,40580,57143,50000,42105,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1985,830,77,37,30,20,19,21,15,17,23,16,17,21,20,20,23,26,34,29,28,32,31,32,31,31,32,39,34,45,42,53,55,57,60,62,81,83,84,98,109,124,132,147,164,181,204,210,259,288,313,345,365,442,457,532,595,664,716,823,899,1002,1090,1228,1305,1430,1566,1648,1845,2026,2232,2518,2671,3058,3337,3608,4118,4508,4888,5351,5992,6798,7494,8287,9192,10346,11433,12628,13945,15119,16366,18204,19282,21852,23304,23968,26110,28178,28827,30347,32319,35833,36424,38192,37471,41454,49558,34783,64740,64000,69565,59259,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1986,808,67,39,27,25,18,19,15,14,15,14,15,18,19,19,22,26,28,36,32,33,30,36,36,29,32,37,37,40,45,54,51,54,58,71,69,74,83,99,106,122,126,146,157,183,211,231,238,264,313,341,368,413,459,484,570,631,662,791,878,965,1033,1166,1279,1381,1510,1689,1791,1971,2241,2356,2653,2972,3203,3633,3955,4282,4784,5280,6005,6588,7333,8147,9035,9844,10935,12194,13359,14718,16258,17711,18620,20062,22794,24063,25791,27338,29191,29191,31005,33746,34159,38057,33194,36431,32342,30843,33735,69136,33333,0,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1987,791,65,38,29,22,19,16,14,12,16,13,14,17,18,21,22,24,31,34,32,33,29,28,32,34,35,36,36,40,46,47,53,61,69,69,73,82,94,85,107,117,124,138,162,170,204,233,242,273,288,329,363,421,457,506,531,633,671,771,842,952,1069,1151,1259,1378,1522,1625,1802,1871,2149,2376,2574,2872,3138,3483,3813,4197,4629,5148,5722,6324,6910,7767,8559,9615,10344,11622,12793,13613,15522,16594,17449,19659,20929,23187,23641,26337,26860,28760,29163,33056,34166,34976,37638,46570,40000,39098,47940,20779,44444,32000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1988,768,57,39,33,23,17,16,17,16,10,13,13,14,16,20,27,25,31,33,31,34,32,30,31,33,33,34,37,36,40,43,57,55,57,76,79,77,95,94,103,115,138,144,162,171,195,224,245,275,284,313,358,377,445,472,541,590,674,738,830,903,1034,1180,1266,1355,1502,1640,1759,1979,2125,2317,2631,2764,3140,3480,3775,4230,4542,5012,5641,6191,6980,7785,8637,9428,10551,11610,12806,14036,15263,16736,18155,20149,21586,22609,24789,26640,29003,29352,31867,34679,35369,36384,35894,44421,47969,44860,43537,52980,0,82759,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1989,724,58,36,29,26,19,16,14,13,15,14,13,17,17,21,20,27,30,37,34,32,36,32,33,35,36,32,33,42,46,46,53,51,57,69,73,82,90,93,99,111,116,138,158,182,191,194,241,271,288,321,356,384,411,467,551,593,660,693,821,923,994,1099,1250,1376,1507,1619,1814,1955,2168,2318,2543,2891,3099,3428,3812,4232,4632,5104,5733,6491,7041,7861,8652,9518,10470,11664,12829,14207,15770,16743,18555,20297,22184,24103,25208,27074,28396,30061,32565,35933,37151,38915,41315,38606,44860,46126,37410,73913,15385,71111,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1990,686,60,26,26,17,15,15,13,13,13,13,18,16,15,20,21,29,29,29,31,29,34,29,30,34,33,39,39,42,41,41,49,54,57,61,74,81,84,94,107,104,129,139,144,163,191,197,231,261,275,316,344,379,407,441,492,568,664,701,789,877,983,1075,1213,1374,1458,1561,1776,1872,2096,2288,2369,2749,3104,3313,3660,3994,4500,4939,5527,6079,6748,7529,8406,9024,10120,11282,12236,13251,14879,16293,17686,19324,21187,22651,25022,26765,27900,28725,32982,31994,37123,38228,38817,41743,43720,38951,36620,64198,65574,60000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
1991,632,58,35,21,21,17,16,16,14,16,14,14,14,12,24,22,24,36,28,36,30,31,36,36,34,34,34,41,39,39,42,45,56,55,71,68,74,82,92,101,103,111,134,137,166,181,201,231,253,273,297,346,372,393,435,510,554,583,650,765,870,987,1023,1135,1274,1443,1557,1727,1892,2075,2304,2483,2716,3092,3336,3601,4029,4516,5021,5482,6176,6767,7547,8222,9226,10218,11346,12447,13477,14710,16693,18395,19783,21544,23427,25143,27243,28014,29611,32276,34970,34290,37789,40393,39805,43864,44367,42105,54321,73684,0,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
