year,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50,Y51,Y52,Y53,Y54,Y55,Y56,Y57,Y58,Y59,Y60,Y61,Y62,Y63,Y64,Y65,Y66,Y67,Y68,Y69,Y70,Y71,Y72,Y73,Y74,Y75,Y76,Y77,Y78,Y79,Y80,Y81,Y82,Y83,Y84,Y85,Y86,Y87,Y88,Y89,Y90,Y91,Y92,Y93,Y94,Y95,Y96,Y97,Y98,Y99,Y100,Y101,Y102,Y103,Y104,Y105,Y106,Y107,Y108,Y109,Y110,Y111,Y112,Y113,Y114,Y115,Y116,Y117,Y118,Y119,Y120,Y121,Y122,Y123,Y124,Y125
2136,72,7,4,2,2,2,2,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,5,5,5,6,7,8,9,9,10,11,12,14,15,16,18,20,21,22,24,25,26,28,29,32,35,38,42,47,52,57,63,69,76,83,91,99,108,118,129,141,154,168,183,202,223,245,269,295,324,357,394,436,484,540,603,674,756,847,950,1067,1200,1350,1518,1708,1920,2157,2422,2718,3050,3417,3817,4244,4689,5151,5641,6175,6774,7463,8240,9139,10164,11221,12296,13424,14599,15816,17068,18348,19645,20953,22264,23569,24858,26151,27409,28579,29715,30815,31864,32622,32330,100000
2137,71,7,3,2,2,2,2,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,5,5,5,6,7,8,8,9,10,11,12,13,15,16,18,19,21,22,23,25,26,27,29,32,34,38,42,46,51,57,62,69,75,82,90,98,107,117,128,139,152,166,181,199,220,243,266,291,320,353,389,431,478,533,595,666,747,837,939,1054,1186,1334,1500,1687,1897,2132,2393,2686,3014,3377,3773,4194,4634,5092,5576,6104,6697,7377,8146,9036,10050,11096,12160,13277,14440,15645,16884,18152,19437,20733,22032,23326,24604,25886,27134,28295,29421,30514,31555,32309,32022,100000
2138,70,7,3,2,2,2,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,5,5,6,7,8,8,9,10,11,12,13,15,16,18,19,21,22,23,24,26,27,29,31,34,37,41,46,51,56,62,68,74,81,89,97,106,115,126,138,150,164,179,197,217,240,263,288,316,348,385,426,473,527,588,658,738,827,928,1042,1171,1318,1482,1667,1875,2106,2365,2655,2979,3338,3729,4145,4580,5033,5512,6034,6620,7293,8053,8933,9937,10972,12025,13130,14282,15475,16703,17958,19231,20516,21803,23086,24353,25624,26861,28013,29131,30215,31249,31999,31717,100000
2139,69,7,3,2,2,2,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,5,5,6,7,7,8,9,10,11,12,13,14,16,17,19,20,22,23,24,25,27,28,31,34,37,41,45,50,55,61,67,73,80,88,96,105,114,125,136,148,162,177,194,215,237,260,284,312,344,380,421,467,520,581,651,729,817,917,1029,1157,1302,1465,1648,1852,2081,2337,2623,2944,3298,3685,4097,4527,4974,5448,5964,6544,7210,7962,8832,9825,10849,11891,12986,14125,15307,16523,17766,19027,20301,21576,22848,24104,25365,26592,27735,28844,29919,30946,31692,31415,100000
2140,69,7,3,2,2,2,1,1,1,1,1,1,1,2,2,2,3,3,3,4,4,4,4,4,4,5,5,6,7,7,8,9,10,11,12,13,14,16,17,19,20,21,23,24,25,26,28,30,33,37,40,45,50,55,60,66,72,79,87,95,103,113,123,134,146,160,175,192,212,234,256,281,308,340,375,416,462,514,574,643,720,807,906,1017,1144,1287,1447,1628,1830,2057,2310,2593,2909,3260,3642,4049,4474,4917,5385,5896,6469,7127,7871,8733,9715,10728,11759,12843,13971,15141,16345,17577,18826,20088,21352,22612,23858,25108,26325,27459,28560,29627,30646,31388,31115,100000
2141,68,7,3,2,2,2,1,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,5,5,6,6,7,8,9,10,11,12,13,14,15,17,19,20,21,22,23,25,26,28,30,33,36,40,44,49,54,60,65,72,78,86,94,102,111,122,133,145,158,173,190,210,231,253,277,305,336,371,411,456,508,568,635,712,798,895,1005,1130,1271,1430,1609,1809,2033,2282,2562,2875,3222,3599,4002,4422,4860,5323,5828,6395,7046,7782,8634,9605,10608,11629,12701,13818,14977,16169,17389,18627,19877,21130,22379,23614,24854,26061,27186,28278,29337,30349,31087,30819,100000
2142,67,7,3,2,2,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,5,5,6,6,7,8,9,10,10,12,13,14,15,17,18,20,21,22,23,24,26,27,30,32,36,39,44,48,53,59,64,71,77,85,92,101,110,120,131,143,156,171,188,207,228,250,274,301,332,367,406,451,502,561,628,703,788,884,993,1117,1256,1413,1590,1787,2008,2255,2532,2841,3184,3557,3955,4371,4803,5261,5761,6321,6965,7693,8536,9497,10490,11500,12561,13667,14814,15995,17203,18429,19668,20910,22149,23373,24602,25799,26915,27999,29050,30055,30788,30525,100000
2143,66,7,3,2,2,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,4,5,6,6,7,8,9,10,10,11,13,14,15,17,18,19,21,22,23,24,25,27,29,32,35,39,43,48,53,58,64,70,76,84,91,100,109,119,129,141,154,169,185,205,226,247,271,297,328,362,401,445,496,554,620,695,779,874,981,1103,1241,1396,1571,1766,1985,2229,2502,2808,3146,3516,3909,4320,4748,5201,5694,6249,6886,7606,8440,9391,10372,11372,12423,13518,14653,15823,17020,18234,19462,20693,21920,23134,24353,25541,26648,27723,28766,29764,30493,30234,100000
2144,65,6,3,2,2,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,5,6,6,7,8,9,9,10,11,12,14,15,16,18,19,20,22,23,24,25,27,29,32,35,39,43,47,52,57,63,69,76,83,90,98,107,117,128,140,152,167,183,202,223,244,268,294,324,358,396,440,490,547,613,686,770,863,970,1090,1226,1380,1552,1745,1961,2202,2472,2775,3110,3474,3864,4270,4693,5141,5629,6177,6807,7519,8344,9285,10257,11246,12286,13370,14494,15652,16838,18041,19258,20477,21694,22898,24106,25284,26383,27450,28484,29475,30200,29946,100000
2145,65,6,3,2,2,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,5,6,6,7,8,8,9,10,11,12,13,15,16,18,19,20,21,22,23,25,26,29,31,34,38,42,47,52,57,62,68,75,82,89,97,106,116,126,138,151,165,181,200,220,241,264,290,320,354,391,435,484,541,605,678,760,853,958,1077,1212,1363,1534,1725,1938,2176,2443,2742,3073,3434,3819,4220,4638,5081,5564,6106,6729,7434,8250,9181,10142,11121,12150,13223,14337,15484,16658,17850,19055,20264,21471,22664,23862,25031,26120,27179,28206,29189,29910,29661,100000
2146,64,6,3,2,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,5,5,6,7,8,8,9,10,11,12,13,14,16,17,19,20,21,22,23,24,26,28,31,34,38,42,46,51,56,61,67,74,81,88,96,105,114,125,136,149,163,179,197,218,239,261,287,316,349,387,429,478,534,598,670,751,843,947,1064,1197,1347,1516,1704,1915,2151,2415,2710,3037,3394,3774,4171,4584,5023,5500,6036,6653,7349,8156,9077,10029,10998,12017,13079,14181,15317,16480,17661,18855,20054,21249,22432,23621,24779,25861,26911,27930,28907,29623,29378,100000
2147,63,6,3,2,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,5,5,6,7,7,8,9,10,11,12,13,14,16,17,18,20,21,22,23,24,26,28,31,34,37,41,46,50,55,61,67,73,80,87,95,104,113,123,135,147,161,177,195,215,236,258,283,313,345,382,424,473,528,591,662,742,833,935,1052,1183,1331,1498,1684,1892,2125,2386,2678,3001,3354,3730,4123,4531,4964,5437,5967,6577,7266,8064,8975,9917,10876,11884,12936,14027,15152,16304,17474,18658,19845,21030,22203,23382,24531,25603,26646,27657,28626,29339,29098,100000
2148,62,6,3,2,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,4,5,5,6,7,7,8,9,10,11,12,13,14,16,17,18,19,21,22,23,24,26,28,30,33,37,41,45,50,55,60,66,72,79,86,94,102,112,122,133,145,159,174,193,212,233,255,280,309,341,377,419,467,522,584,654,733,823,924,1039,1169,1315,1480,1664,1870,2100,2358,2646,2966,3315,3687,4075,4479,4907,5374,5898,6501,7183,7973,8874,9806,10755,11753,12794,13875,14989,16130,17289,18462,19639,20814,21976,23145,24285,25349,26383,27386,28349,29058,28821,100000
2149,62,6,3,2,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,5,5,6,7,7,8,9,10,11,12,13,14,15,17,18,19,20,21,22,24,25,27,30,33,36,40,44,49,54,59,65,71,78,85,93,101,110,120,131,143,157,172,190,210,230,252,277,305,337,373,414,461,515,577,646,725,813,913,1027,1155,1300,1462,1644,1848,2075,2330,2615,2931,3276,3644,4027,4427,4850,5312,5831,6427,7101,7883,8775,9696,10636,11624,12654,13725,14828,15958,17106,18268,19434,20599,21752,22910,24041,25097,26123,27118,28074,28779,28547,100000
2150,61,6,3,2,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,4,5,5,6,6,7,8,9,10,10,12,13,14,15,17,18,19,20,21,22,23,25,27,29,32,36,40,44,48,53,59,64,70,77,84,92,100,109,119,130,142,155,170,188,207,227,249,273,301,333,368,409,456,509,570,639,716,803,902,1015,1142,1284,1445,1625,1826,2051,2303,2585,2897,3238,3601,3981,4376,4794,5251,5764,6354,7021,7794,8676,9588,10518,11496,12516,13576,14668,15788,16925,18076,19232,20387,21529,22678,23800,24847,25865,26853,27802,28503,28275,100000
2151,60,6,3,2,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,5,5,6,6,7,8,9,9,10,11,12,14,15,16,18,19,20,21,22,23,25,27,29,32,35,39,43,48,53,58,63,69,76,83,90,99,108,118,128,140,153,168,186,205,225,246,270,298,329,364,404,450,503,563,631,708,794,892,1003,1128,1269,1428,1606,1805,2027,2276,2554,2863,3200,3559,3934,4325,4739,5190,5698,6281,6941,7705,8578,9481,10401,11369,12379,13428,14510,15619,16746,17887,19032,20177,21310,22449,23561,24600,25610,26590,27532,28229,28005,100000
2152,59,6,3,2,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,5,6,6,7,8,9,9,10,11,12,13,15,16,17,19,20,21,22,23,24,26,29,32,35,39,43,47,52,57,63,69,75,82,89,98,106,116,127,138,151,166,184,202,222,243,267,294,325,360,399,445,497,556,624,699,784,881,991,1115,1254,1411,1587,1783,2003,2249,2524,2829,3162,3518,3889,4275,4684,5131,5632,6209,6862,7618,8482,9375,10286,11244,12244,13283,14354,15452,16569,17699,18834,19969,21092,22222,23325,24355,25358,26330,27265,27958,27738,100000
2153,59,6,3,2,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,5,6,6,7,8,8,9,10,11,12,13,15,16,17,18,19,20,21,23,24,26,28,31,35,38,42,47,52,56,62,68,74,81,88,96,105,115,125,137,149,164,181,200,219,240,264,291,321,355,395,440,491,550,616,691,775,870,979,1101,1239,1394,1568,1762,1979,2222,2494,2796,3125,3477,3843,4225,4630,5072,5568,6138,6784,7532,8387,9270,10172,11120,12110,13138,14199,15287,16393,17513,18638,19763,20876,21997,23091,24113,25108,26073,27001,27690,27474,100000
2154,58,6,3,2,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,4,4,4,5,6,6,7,8,8,9,10,11,12,13,15,16,17,18,19,20,21,22,24,26,28,31,34,38,42,46,51,56,61,67,73,80,87,95,104,113,124,135,148,162,179,198,217,237,261,287,317,351,390,435,485,543,609,683,766,860,967,1088,1224,1378,1549,1741,1956,2196,2465,2764,3089,3436,3799,4176,4577,5013,5504,6068,6707,7447,8292,9167,10059,10997,11977,12996,14047,15124,16220,17329,18444,19559,20663,21774,22859,23873,24860,25817,26739,27424,27212,100000
2155,57,6,3,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,5,5,6,7,7,8,9,10,11,12,13,14,16,17,18,19,20,21,22,23,25,28,31,34,37,41,46,50,55,60,66,72,79,86,94,103,112,122,133,146,160,177,195,214,234,257,284,313,347,385,429,480,537,601,674,757,850,956,1075,1210,1361,1531,1721,1933,2170,2436,2731,3053,3396,3755,4128,4524,4955,5441,5999,6631,7363,8199,9064,9947,10876,11846,12855,13895,14962,16048,17147,18253,19357,20452,21553,22630,23636,24615,25565,26480,27161,26953,100000
2156,57,6,3,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,5,5,6,7,7,8,9,10,11,12,13,14,15,17,18,19,20,21,22,23,25,27,30,33,37,41,45,50,54,60,65,71,78,85,93,101,111,121,132,144,158,175,193,211,232,254,280,310,343,381,424,474,530,594,666,748,840,944,1062,1195,1345,1513,1700,1910,2145,2408,2699,3017,3356,3711,4080,4471,4898,5378,5930,6555,7279,8107,8963,9837,10756,11717,12715,13746,14803,15878,16968,18063,19158,20243,21335,22402,23401,24372,25315,26223,26901,26696,100000
2157,56,6,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,5,5,6,7,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,25,27,30,33,37,40,45,49,54,59,65,71,77,84,92,100,109,119,130,142,157,173,191,209,229,251,277,306,339,376,419,468,524,587,658,739,830,933,1050,1181,1329,1495,1680,1887,2119,2379,2667,2982,3317,3668,4033,4420,4842,5317,5863,6481,7197,8016,8863,9728,10638,11589,12577,13598,14645,15710,16789,17875,18960,20036,21119,22178,23168,24132,25067,25969,26642,26442,100000
2158,55,5,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,4,4,5,5,6,7,7,8,9,10,10,11,13,14,15,16,17,18,19,20,21,23,24,27,29,33,36,40,44,48,53,58,64,70,76,83,91,99,108,118,129,141,155,171,188,206,226,248,274,302,335,372,414,463,518,580,651,730,820,922,1037,1167,1313,1477,1660,1865,2094,2351,2636,2947,3279,3625,3986,4369,4786,5256,5796,6407,7116,7926,8764,9620,10521,11462,12441,13451,14488,15544,16613,17689,18765,19832,20905,21955,22937,23894,24822,25717,26387,26190,100000
2159,55,5,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,4,4,5,5,6,6,7,8,9,9,10,11,12,14,15,16,17,18,19,20,21,22,24,26,29,32,36,39,44,48,53,58,63,69,75,82,90,98,107,116,127,139,153,169,186,204,223,245,270,299,331,367,409,457,512,573,643,721,810,911,1025,1153,1298,1460,1641,1843,2070,2324,2605,2912,3240,3583,3940,4318,4731,5195,5730,6334,7035,7837,8666,9513,10405,11337,12306,13306,14334,15379,16439,17505,18572,19629,20694,21735,22709,23658,24579,25468,26134,25940,100000
2160,54,5,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,14,15,16,17,18,19,20,21,22,24,26,29,32,35,39,43,47,52,57,62,68,74,81,89,97,105,115,126,137,151,167,184,202,221,242,267,295,327,363,404,452,505,566,635,713,800,900,1013,1140,1282,1442,1621,1821,2045,2296,2575,2878,3203,3541,3894,4268,4677,5136,5664,6262,6956,7748,8569,9407,10290,11213,12172,13163,14181,15216,16266,17323,18380,19428,20484,21517,22483,23425,24339,25221,25883,25693,100000
2161,53,5,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,13,15,16,17,18,18,19,20,22,24,26,28,31,35,38,42,47,51,56,62,67,73,80,87,95,104,114,124,136,149,165,182,199,218,239,264,292,323,358,399,446,499,560,628,704,791,889,1001,1126,1267,1425,1602,1800,2021,2269,2544,2845,3165,3500,3849,4219,4623,5077,5599,6191,6877,7661,8474,9303,10177,11090,12040,13022,14029,15055,16096,17143,18191,19230,20277,21301,22260,23194,24101,24977,25634,25448,100000
2162,53,5,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,13,14,15,16,17,18,19,20,22,23,25,28,31,34,38,42,46,51,56,61,67,73,79,86,94,103,112,123,134,147,163,179,197,215,237,261,288,319,354,395,441,493,553,620,696,781,879,989,1113,1252,1408,1583,1779,1997,2243,2515,2811,3128,3459,3804,4170,4570,5019,5535,6120,6799,7575,8379,9200,10065,10969,11909,12881,13879,14896,15927,16964,18003,19034,20072,21087,22038,22965,23865,24735,25388,25206,100000
2163,52,5,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,5,6,6,7,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,25,28,31,34,38,41,46,50,55,60,66,72,78,85,93,102,111,121,132,146,161,177,194,213,234,258,285,315,350,390,436,488,546,613,687,772,868,977,1100,1237,1392,1564,1758,1974,2216,2485,2778,3092,3419,3760,4122,4517,4961,5472,6051,6722,7490,8285,9098,9954,10849,11780,12743,13731,14738,15760,16788,17818,18839,19868,20876,21819,22739,23631,24495,25145,24966,100000
2164,51,5,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,4,4,5,5,6,7,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,25,27,30,34,37,41,45,49,54,59,65,71,77,84,92,101,110,120,131,144,159,175,192,210,231,255,281,311,346,385,430,482,540,605,679,763,858,966,1087,1223,1375,1546,1737,1951,2190,2456,2746,3056,3379,3717,4074,4465,4904,5410,5982,6646,7406,8193,8997,9844,10730,11652,12605,13585,14582,15594,16613,17634,18647,19667,20666,21602,22515,23400,24257,24904,24728,100000
2165,51,5,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,4,4,5,5,6,7,7,8,9,10,10,12,13,14,15,16,17,18,18,19,21,22,25,27,30,33,37,40,45,49,54,59,64,70,76,83,91,99,108,118,129,142,157,173,190,208,228,252,278,308,342,381,425,476,533,598,671,754,848,954,1074,1208,1359,1528,1716,1928,2164,2427,2714,3020,3340,3674,4027,4413,4848,5348,5914,6571,7323,8101,8897,9736,10613,11526,12470,13439,14428,15431,16440,17452,18456,19468,20459,21387,22292,23171,24022,24665,24492,100000
2166,50,5,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,4,4,5,5,6,7,7,8,9,10,10,11,13,14,15,16,17,17,18,19,21,22,24,27,30,33,36,40,44,48,53,58,63,69,75,82,90,98,107,117,128,140,155,171,187,205,225,249,275,304,338,376,420,470,527,591,663,745,838,943,1061,1194,1343,1510,1696,1905,2139,2399,2682,2985,3301,3631,3981,4363,4792,5287,5847,6497,7240,8011,8798,9628,10497,11401,12335,13296,14275,15269,16269,17272,18268,19271,20253,21175,22073,22945,23789,24428,24259,100000
2167,50,5,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,4,4,5,5,6,6,7,8,9,9,10,11,12,14,15,15,16,17,18,19,20,22,24,26,29,32,36,40,44,48,52,57,63,68,75,81,89,97,106,115,126,139,153,169,185,203,223,246,271,300,334,372,415,465,521,584,655,736,828,931,1048,1180,1327,1492,1676,1882,2114,2371,2651,2950,3263,3589,3935,4312,4737,5226,5780,6423,7159,7921,8701,9522,10382,11277,12203,13154,14124,15108,16100,17094,18081,19076,20050,20964,21855,22720,23559,24194,24028,100000
2168,49,5,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,13,14,15,16,17,18,19,20,22,24,26,29,32,35,39,43,47,52,57,62,68,74,80,88,96,105,114,125,137,151,167,183,200,220,243,268,297,330,367,410,459,515,577,647,727,818,920,1036,1166,1311,1474,1656,1860,2089,2343,2620,2916,3225,3547,3889,4263,4683,5167,5715,6351,7078,7833,8604,9417,10268,11155,12071,13014,13974,14950,15933,16918,17896,18883,19849,20755,21640,22498,23330,23961,23799,100000
2169,48,5,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,26,29,32,35,39,42,47,51,56,61,67,73,79,87,95,103,113,123,135,150,165,181,198,217,240,265,293,326,363,405,454,508,570,640,719,808,909,1024,1152,1296,1457,1637,1838,2064,2315,2589,2882,3188,3506,3844,4214,4629,5108,5650,6279,6999,7745,8509,9314,10156,11034,11941,12875,13827,14793,15767,16744,17713,18692,19650,20549,21426,22278,23104,23731,23572,100000
2170,48,5,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,4,4,5,5,6,6,7,7,8,9,10,11,12,13,14,15,16,17,17,18,20,21,23,25,28,31,35,38,42,46,50,55,60,66,72,78,86,93,102,111,122,134,148,163,179,196,215,237,262,290,322,358,400,448,502,563,632,710,799,899,1011,1138,1280,1439,1617,1817,2040,2288,2559,2848,3150,3466,3800,4165,4576,5049,5585,6208,6920,7659,8414,9211,10045,10914,11813,12737,13680,14638,15603,16571,17532,18502,19453,20345,21215,22060,22880,23504,23347,100000
2171,47,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,5,5,6,6,7,7,8,9,10,11,12,13,14,15,16,16,17,18,19,21,23,25,28,31,34,38,41,45,50,55,60,65,71,78,85,92,101,110,120,132,146,161,177,193,212,234,258,286,318,354,396,443,496,557,625,702,789,888,999,1125,1265,1422,1598,1795,2016,2261,2529,2815,3114,3425,3756,4117,4524,4992,5522,6138,6842,7573,8321,9110,9935,10795,11686,12601,13535,14484,15441,16400,17353,18315,19258,20142,21006,21844,22658,23278,23125,100000
2172,47,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,4,4,4,5,6,6,7,7,8,9,10,11,12,13,14,15,15,16,17,18,19,21,23,25,27,30,34,37,41,45,49,54,59,64,70,77,84,91,100,109,119,131,144,159,174,191,210,231,255,283,314,350,391,438,490,550,617,693,780,877,987,1111,1250,1406,1579,1774,1992,2235,2499,2782,3078,3386,3713,4070,4472,4935,5459,6068,6765,7489,8229,9009,9826,10678,11560,12467,13392,14332,15280,16231,17176,18130,19064,19942,20799,21630,22439,23055,22905,100000
2173,46,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,4,4,5,5,6,7,7,8,9,10,10,12,13,13,14,15,16,17,18,19,20,22,25,27,30,33,37,40,44,49,53,58,64,69,76,83,90,98,107,117,129,143,157,172,189,207,229,252,279,310,346,386,432,485,543,610,685,770,867,976,1098,1235,1389,1561,1753,1969,2209,2470,2750,3042,3346,3670,4023,4420,4878,5397,6000,6689,7405,8137,8910,9719,10562,11435,12333,13250,14182,15121,16064,17001,17946,18873,19744,20593,21419,22221,22834,22686,100000
2174,45,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,4,4,5,5,6,7,7,8,9,9,10,11,12,13,14,15,16,17,17,19,20,22,24,27,30,33,36,40,44,48,53,58,63,69,75,82,89,97,106,116,128,141,155,170,186,205,226,249,276,307,342,382,427,479,537,602,677,761,857,964,1085,1221,1372,1542,1733,1946,2183,2441,2718,3006,3308,3627,3977,4370,4823,5336,5932,6614,7322,8047,8812,9613,10448,11312,12202,13110,14033,14964,15898,16827,17764,18684,19547,20390,21209,22006,22615,22470,100000
2175,45,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,4,4,5,5,6,6,7,8,9,9,10,11,12,13,14,15,16,16,17,18,20,22,24,27,29,32,36,40,43,47,52,57,62,68,74,81,88,96,105,115,126,139,153,168,184,202,223,246,273,303,338,377,422,473,530,595,669,752,846,953,1072,1206,1356,1524,1712,1923,2157,2413,2686,2972,3269,3586,3931,4320,4767,5275,5865,6540,7240,7958,8715,9507,10334,11190,12072,12971,13886,14808,15734,16655,17584,18496,19353,20189,21002,21793,22398,22256,100000
2176,44,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,13,14,15,15,16,17,18,20,22,24,26,29,32,35,39,43,47,51,56,61,67,73,80,87,95,104,113,124,138,152,166,182,200,220,243,269,299,334,373,417,467,524,588,661,743,836,941,1059,1192,1340,1506,1692,1900,2132,2384,2654,2937,3231,3544,3886,4270,4713,5215,5798,6466,7159,7869,8619,9403,10222,11070,11943,12834,13740,14654,15572,16485,17406,18311,19160,19990,20796,21581,22183,22044,100000
2177,44,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,13,14,14,15,16,17,18,19,21,23,26,29,32,35,39,42,46,51,55,61,66,72,79,86,94,102,112,123,136,150,164,180,197,218,240,266,296,330,368,412,462,518,581,653,734,826,930,1047,1178,1324,1488,1672,1878,2107,2357,2624,2903,3194,3503,3841,4221,4659,5156,5733,6394,7080,7782,8524,9301,10111,10951,11815,12698,13596,14502,15412,16317,17230,18127,18970,19793,20593,21372,21970,21834,100000
2178,43,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,4,4,5,5,6,6,7,7,8,9,10,11,12,13,14,14,15,16,17,18,19,21,23,26,28,31,35,38,42,46,50,55,60,65,71,78,85,93,101,111,122,134,148,162,178,195,215,238,263,292,326,364,407,456,512,574,645,726,817,919,1034,1164,1309,1471,1652,1856,2082,2329,2593,2869,3157,3463,3797,4173,4606,5097,5668,6322,7000,7696,8430,9199,10001,10833,11689,12564,13453,14351,15253,16150,17056,17945,18781,19598,20391,21165,21759,21626,100000
2179,43,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,5,5,6,6,7,7,8,9,10,11,12,13,13,14,15,16,16,18,19,21,23,25,28,31,34,38,41,45,50,54,59,65,70,77,84,92,100,109,120,133,146,160,175,193,213,235,260,289,322,359,402,451,506,567,637,717,807,908,1022,1150,1293,1453,1633,1834,2058,2302,2563,2836,3120,3423,3753,4125,4553,5039,5604,6251,6922,7610,8337,9098,9893,10716,11564,12431,13312,14202,15095,15985,16883,17765,18594,19405,20192,20960,21550,21420,100000
2180,42,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,5,5,6,6,7,7,8,9,10,11,12,12,13,14,15,15,16,17,19,20,23,25,28,31,34,37,41,45,49,54,58,64,70,76,83,90,99,108,119,131,144,158,173,190,210,232,257,285,318,355,398,445,500,561,630,708,797,897,1010,1136,1278,1436,1614,1813,2034,2275,2533,2803,3084,3383,3710,4077,4501,4982,5540,6180,6845,7526,8245,8999,9786,10601,11441,12299,13172,14054,14940,15822,16712,17587,18409,19213,19994,20757,21343,21216,100000
